title,scoiety,price,area,when ready,link
"3 BHK Apartment for Sale in Raheja Heights, Malad East Mumbai",none,Rs 3.40 Cr ,950 sqft,to Move,https://www.magicbricks.com/raheja-heights-malad-east-mumbai-pdpid-4d4235303239323439
"3 BHK Apartment for Sale in Gurukrupa Marina Enclave, Malad West Mumbai",none,Rs 2.09 Cr ,838 sqft,to Move,https://www.magicbricks.com/gurukrupa-marina-enclave-malad-west-mumbai-pdpid-4d4235303732393039
"3 BHK Apartment for Sale in Oberoi Springs, Andheri West Mumbai",none,Rs 5.25 Cr ,9970 sqft,to Move,https://www.magicbricks.com/oberoi-springs-andheri-west-mumbai-pdpid-4d4235303230303038
"2 BHK Apartment for Sale in Crystal Palace CHS, Malad West Mumbai",none,Rs 1.60 Cr ,630 sqft,to Move,https://www.magicbricks.com/crystal-palace-chs-malad-west-mumbai-pdpid-4d4235303539363033
"3 BHK Apartment for Sale in Sheth Vasant Blossom, Andheri East Mumbai",none,Rs 3.20 Cr ,881 sqft,to Move,https://www.magicbricks.com/sheth-vasant-blossom-andheri-east-mumbai-pdpid-4d4235333235373931
"3 BHK Apartment for Sale in Lokhandwala Minerva, Mahalakshmi Mumbai",none,Rs 10 Cr ,2950 sqft,to Move,https://www.magicbricks.com/lokhandwala-minerva-mahalakshmi-mumbai-pdpid-4d4235303230383330
3 BHK Apartment for Sale in Tirupati Nagar Mumbai,none,Rs 61 Lac ,840 sqft,to Move,no link
2 BHK Villa for Sale in Virar West Mumbai,none,Rs 90 Lac ,1500 sqft,Dec '25,no link
"2 BHK Apartment for Sale in Alliance Ruia Sadan, Liberty Garden Mumbai",none,Rs 1.80 Cr ,640 sqft,to Move,https://www.magicbricks.com/alliance-ruia-sadan-liberty-garden-mumbai-pdpid-4d4235333939393633
3 BHK Apartment for Sale in Bandra West Mumbai,none,Rs 3.80 Cr ,856 sqft,Aug '28,no link
"2 BHK Apartment for Sale in Dimple Westwood, Dahanukar Wadi Mumbai",none,Rs 1.43 Cr ,612 sqft,Dec '26,https://www.magicbricks.com/dimple-westwood-dhanukar-wadi-mumbai-pdpid-4d4235333838343439
"3 BHK Apartment for Sale in Sugee Heights, Mulund West Mumbai",none,Rs 2.20 Cr ,850 sqft,to Move,https://www.magicbricks.com/sugee-heights-mulund-west-mumbai-pdpid-4d4235313232383435
"2 BHK Apartment for Sale in Raheja Township, Malad East Mumbai",none,Rs 2 Cr ,700 sqft,to Move,https://www.magicbricks.com/raheja-township-malad-east-mumbai-pdpid-4d4235303539353038
"3 BHK Apartment for Sale in Vyom, Juhu Mumbai",none,Rs 8 Cr ,1260 sqft,to Move,https://www.magicbricks.com/vyom-juhu-mumbai-pdpid-4d4235343033313039
3 BHK Apartment for Sale in Powai Mumbai,none,Rs 2.60 Cr ,1100 sqft,to Move,no link
3 BHK Apartment for Sale in IC Colony Mumbai,none,Rs 2.74 Cr ,982 sqft,Aug '25,no link
2 BHK Apartment for Sale in Sion Mumbai,none,Rs 2 Cr ,750 sqft,to Move,no link
"2 BHK Apartment for Sale in Kalpataru Srishti, Srishti Complex Mumbai",none,Rs 1.24 Cr ,663 sqft,Jun '27,https://www.magicbricks.com/kalpataru-srishti-srishti-complex-mumbai-pdpid-4d4235303231333831
"3 BHK Apartment for Sale in Raheja Kamal, Turner Road Mumbai",none,Rs 14 Cr ,1600 sqft,to Move,https://www.magicbricks.com/raheja-kamal-turner-road-mumbai-pdpid-4d4235303435363033
"3 BHK Apartment for Sale in Kanakia Silicon Valley, Hiranandani Gardens Mumbai",none,Rs 4.25 Cr ,1056 sqft,to Move,https://www.magicbricks.com/kanakia-silicon-valley-hiranandani-gardens-mumbai-pdpid-4d4235313336343131
"2 BHK Apartment for Sale in Rustomjee Global City, Virar Mumbai",none,Rs 50 Lac ,620 sqft,to Move,https://www.magicbricks.com/rustomjee-global-city-virar-mumbai-pdpid-4d4235303138383034
"2 BHK Apartment for Sale in Mulund Shangri La CHS, Mulund West Mumbai",none,Rs 2.55 Cr ,750 sqft,to Move,https://www.magicbricks.com/mulund-shangri-la-chs-mulund-west-mumbai-pdpid-4d4235303632323239
3 BHK Apartment for Sale in Gokuldham Colony Goregaon East Mumbai,none,Rs 3.50 Cr ,1050 sqft,to Move,no link
2 BHK Apartment for Sale in Tilak Nagar Chembur Mumbai,none,Rs 1.45 Cr ,653 sqft,to Move,no link
"2 BHK Apartment for Sale in Epsilon, Kandivali East Mumbai",none,Rs 2.10 Cr ,660 sqft,to Move,https://www.magicbricks.com/epsilon-kandivali-east-mumbai-pdpid-4d4235303930383337
"3 BHK Apartment for Sale in Pinnacolo, Mira Road Area Mumbai",none,Rs 1.55 Cr ,904 sqft,to Move,https://www.magicbricks.com/pinnacolo-mira-road-mumbai-pdpid-4d4235303030383032
"2 BHK Apartment for Sale in Sumatinath Shalibhadra Amora, Nalasopara West Mumbai",none,Rs 38.5 Lac ,490 sqft,to Move,https://www.magicbricks.com/sumatinath-shalibhadra-amora-nalasopara-west-mumbai-pdpid-4d4235333731353431
"3 BHK Apartment for Sale in Mahindra Vista, Akurli Nagar Mumbai",none,Rs 2.61 Cr ,934 sqft,Dec '29,https://www.magicbricks.com/mahindra-vista-akurli-nagar-mumbai-pdpid-4d4235343138383837
2 BHK Apartment for Sale in Ram Nagar Borivali West Mumbai,none,Rs 2.12 Cr ,720 sqft,to Move,no link
"3 BHK Apartment for Sale in Sheth 72 West, Andheri West Mumbai",none,Rs 5.10 Cr ,1210 sqft,to Move,https://www.magicbricks.com/sheth-72-west-andheri-west-mumbai-pdpid-4d4235323733303131
2 BHK Apartment for Sale in Khar West Mumbai,none,Rs 5.50 Cr ,840 sqft,to Move,no link
"2 BHK Apartment for Sale in L&T Emerald Isle, Central Area Mumbai",none,Rs 2.35 Cr ,589 sqft,to Move,https://www.magicbricks.com/l&t-emerald-isle-central-area-mumbai-pdpid-4d4235303131373931
3 BHK Apartment for Sale in Azad Nagar Andheri West Mumbai,none,Rs 4.85 Cr ,1360 sqft,to Move,no link
"3 BHK Apartment for Sale in Rustomjee Summit, Borivali East Mumbai",none,Rs 3.10 Cr ,1139 sqft,to Move,https://www.magicbricks.com/rustomjee-summit-borivali-east-mumbai-pdpid-4d4235303138383033
"3 BHK Apartment for Sale in Rustomjee Global City, Virar West Mumbai",none,Rs 68 Lac ,1450 sqft,to Move,https://www.magicbricks.com/rustomjee-global-city-virar-west-mumbai-pdpid-4d4235303138373932
"3 BHK Apartment for Sale in  Anupam Prabha CHS, Malad West Mumbai",none,Rs 2.60 Cr ,780 sqft,to Move,https://www.magicbricks.com/anupam-prabha-chs-malad-west-mumbai-pdpid-4d4235323037333539
"3 BHK Apartment for Sale in Sunteck City 4th Avenue, Goregaon West Mumbai",none,Rs 3.75 Cr ,968 sqft,Dec '25,https://www.magicbricks.com/sunteck-city-4th-avenue-goregaon-west-mumbai-pdpid-4d4235313238303239
"2 BHK Apartment for Sale in Sheth Avante, Kanjurmarg West Mumbai",none,Rs 1.35 Cr ,547 sqft,to Move,https://www.magicbricks.com/sheth-avante-kanjurmarg-west-mumbai-pdpid-4d4235303832393834
"2 BHK Apartment for Sale in Dheeraj Platinum Apartment, Malad West Mumbai",none,Rs 1.10 Cr ,550 sqft,to Move,https://www.magicbricks.com/dheeraj-platinum-apartment-malad-west-mumbai-pdpid-4d4235303539363139
"3 BHK Apartment for Sale in L&T Crescent Bay, Parel Mumbai",none,Rs 6 Cr ,1555 sqft,to Move,https://www.magicbricks.com/l&t-crescent-bay-parel-mumbai-pdpid-4d4235303231303431
"2 BHK Apartment for Sale in Lodha Casa Maxima , Mira Road East Mumbai",none,Rs 93 Lac ,609 sqft,to Move,https://www.magicbricks.com/lodha-casa-maxima-mira-road-east-mumbai-pdpid-4d4235333936393235
"3 BHK Apartment for Sale in Lodha World Crest, Lower Parel Mumbai",none,Rs 13.50 Cr ,1881 sqft,to Move,https://www.magicbricks.com/lodha-world-crest-lower-parel-mumbai-pdpid-4d4235303230383632
"2 BHK Apartment for Sale in Sheth Auris Serinity, Malad West Mumbai",none,Rs 2.65 Cr ,805 sqft,to Move,https://www.magicbricks.com/sheth-auris-serinity-malad-west-mumbai-pdpid-4d4235303732313835
2 BHK Apartment for Sale in Shell Colony Mumbai,none,Rs 1.75 Cr ,812 sqft,Dec '27,no link
2 BHK Apartment for Sale in Vile Parle East Mumbai,none,Rs 2.90 Cr ,709 sqft,to Move,no link
3 BHK Apartment for Sale in Andheri East Mumbai,none,Rs 3.40 Cr ,950 sqft,to Move,no link
"3 BHK Apartment for Sale in Omkar 1973, Worli Mumbai",none,Rs 10.11 Cr ,1900 sqft,to Move,https://www.magicbricks.com/omkar-1973-worli-mumbai-pdpid-4d4235303139393230
"2 BHK Apartment for Sale in Godrej Prime, Chembur East Mumbai",none,Rs 2.25 Cr ,751 sqft,to Move,https://www.magicbricks.com/godrej-prime-chembur-east-mumbai-pdpid-4d4235303832373339
"2 BHK Apartment for Sale in Ascent Residency, Andheri East Mumbai",none,Rs 1.79 Cr ,650 sqft,to Move,https://www.magicbricks.com/ascent-residency-andheri-east-mumbai-pdpid-4d4235303239383736
"3 BHK Apartment for Sale in Panju Mahal Apartment, Bandra West Mumbai",none,Rs 14 Cr ,1450 sqft,to Move,https://www.magicbricks.com/panju-mahal-apartment-bandra-west-mumbai-pdpid-4d4235303931373431
2 BHK Apartment for Sale in Adarsh Nagar Jogeshwari West Mumbai,none,Rs 2.60 Cr ,640 sqft,to Move,no link
"2 BHK Apartment for Sale in Lodha Vista, Lower Parel Mumbai",none,Rs 4.10 Cr ,650 sqft,to Move,https://www.magicbricks.com/lodha-vista-lower-parel-mumbai-pdpid-4d4235313838383434
"2 BHK Apartment for Sale in Tridhaatu Morya, Chembur Mumbai",none,Rs 2.20 Cr ,728 sqft,to Move,https://www.magicbricks.com/tridhaatu-morya-chembur-mumbai-pdpid-4d4235313131393735
"2 BHK Apartment for Sale in Rehana Heights CHS, Santacruz West Mumbai",none,Rs 3.20 Cr ,820 sqft,to Move,https://www.magicbricks.com/rehana-heights-chs-santacruz-west-mumbai-pdpid-4d4235303635343938
"3 BHK Apartment for Sale in Kanakia Challengers, Kandivali East Mumbai",none,Rs 3.48 Cr ,1350 sqft,to Move,https://www.magicbricks.com/kanakia-challengers-kandivali-east-mumbai-pdpid-4d4235303535363830
"2 BHK Apartment for Sale in Acropolis, Virar Mumbai",none,Rs 39 Lac ,935 sqft,to Move,https://www.magicbricks.com/acropolis-virar-mumbai-pdpid-4d4235303233323837
2 BHK Apartment for Sale in Matunga West Mumbai,none,Rs 3.96 Cr ,775 sqft,to Move,no link
"2 BHK Apartment for Sale in The Prestige City, Mulund West Mumbai",none,Rs 3 Cr ,1050 sqft,Jun '25,https://www.magicbricks.com/the-prestige-city-mulund-west-mumbai-pdpid-4d4235333332363837
"2 BHK Apartment for Sale in One Meraki, Chembur Mumbai",none,Rs 3.55 Cr ,772 sqft,to Move,https://www.magicbricks.com/one-meraki-chembur-mumbai-pdpid-4d4235333936353831
"3 BHK Apartment for Sale in Aditya Runwal Elegante, Andheri West Mumbai",none,Rs 6.15 Cr ,1262 sqft,to Move,https://www.magicbricks.com/aditya-runwal-elegante-andheri-west-mumbai-pdpid-4d4235303030333537
2 BHK Apartment for Sale in Rustomjee avenue H Mumbai,none,Rs 42 Lac ,584 sqft,to Move,no link
"3 BHK Apartment for Sale in Vaibhavlaxmi Peak 25, Kannamwar Nagar 1 Mumbai",none,Rs 1.70 Cr ,813 sqft,to Move,https://www.magicbricks.com/vaibhavlaxmi-peak-25-kannamwar-nagar-1-mumbai-pdpid-4d4235333235313731
"2 BHK Apartment for Sale in Adarsh Apartment, Marve Mumbai",none,Rs 2.55 Cr ,800 sqft,to Move,https://www.magicbricks.com/adarsh-apartment-marve-mumbai-pdpid-4d4235303539353432
"2 BHK Apartment for Sale in Samarth Srishti, Bhandup West Mumbai",none,Rs 1.45 Cr ,630 sqft,to Move,https://www.magicbricks.com/samarth-srishti-bhandup-west-mumbai-pdpid-4d4235303835393238
3 BHK Apartment for Sale in Vile Parle East Mumbai,none,Rs 5 Cr ,1020 sqft,to Move,no link
"3 BHK Apartment for Sale in Omkar Alta Monte, Malad East Mumbai",none,Rs 4 Cr ,1350 sqft,to Move,https://www.magicbricks.com/omkar-alta-monte-malad-east-mumbai-pdpid-4d4235303139393139
"2 BHK Apartment for Sale in Nahar Jonquille and Jamaica, Powai Mumbai",none,Rs 1.95 Cr ,450 sqft,to Move,https://www.magicbricks.com/nahar-jonquille-and-jamaica-powai-mumbai-pdpid-4d4235303633393139
"3 BHK Apartment for Sale in Nirmal Lifestyle, Mulund West Mumbai",none,Rs 2.10 Cr ,915 sqft,to Move,https://www.magicbricks.com/nirmal-lifestyle-mulund-west-mumbai-pdpid-4d4235303230313031
2 BHK Apartment for Sale in Bandra Mumbai,none,Rs 25 Cr ,750 sqft,to Move,no link
2 BHK Apartment for Sale in Goregaon West Mumbai,none,Rs 1.45 Cr ,650 sqft,to Move,no link
3 BHK Apartment for Sale in Bkc Mumbai,none,Rs 9.75 Cr ,1465 sqft,to Move,no link
"3 BHK Apartment for Sale in Rizvi Rocky Hills, Bandra West Mumbai",none,Rs 6 Cr ,1100 sqft,to Move,https://www.magicbricks.com/rizvi-rocky-hills-bandra-west-mumbai-pdpid-4d4235323236383735
3 BHK Apartment for Sale in Goregaon Mumbai,none,Rs 1.15 Cr ,750 sqft,to Move,no link
2 BHK Apartment for Sale in Khar West Mumbai,none,Rs 5 Cr ,750 sqft,to Move,no link
"2 BHK Apartment for Sale in Dheeraj Enclave, Kandivali East Mumbai",none,Rs 1.85 Cr ,850 sqft,to Move,https://www.magicbricks.com/dheeraj-enclave-kandivali-east-mumbai-pdpid-4d4235303031353532
"3 BHK Apartment for Sale in Girivan Paramjyoti, Pestom Sagar Colony Mumbai",none,Rs 2.35 Cr ,979 sqft,to Move,https://www.magicbricks.com/girivan-paramjyoti-pestom-sagar-colony-mumbai-pdpid-4d4235303939303337
3 BHK Apartment for Sale in Chembur East Mumbai,none,Rs 4.50 Cr ,1200 sqft,to Move,no link
3 BHK Apartment for Sale in Juhu Mumbai,none,Rs 18 Cr ,2200 sqft,to Move,no link
"2 BHK Apartment for Sale in Shiv Sagar Nilkanth CHS, Shivaji Park Mumbai",none,Rs 3.10 Cr ,600 sqft,to Move,https://www.magicbricks.com/shiv-sagar-nilkanth-chs-shivaji-park-mumbai-pdpid-4d4235323336303135
"2 BHK Apartment for Sale in DPS Sanctum, Mhatre Wadi Dahisar West Mumbai",none,Rs 1.49 Cr ,665 sqft,Dec '27,https://www.magicbricks.com/dps-sanctum-mhatre-wadi-mumbai-pdpid-4d4235343234303735
"2 BHK Apartment for Sale in Rashmi Pink City, Naigaon East Mumbai",none,Rs 45 Lac ,650 sqft,to Move,https://www.magicbricks.com/rashmi-pink-city-naigaon-east-mumbai-pdpid-4d4235303338323837
"2 BHK Apartment for Sale in Highland Park, Mulund West Mumbai",none,Rs 1.25 Cr ,600 sqft,to Move,https://www.magicbricks.com/highland-park-mulund-west-mumbai-pdpid-4d4235303632313439
"3 BHK Apartment for Sale in Rajshree Daisy, Chembur Mumbai",none,Rs 2.70 Cr ,1050 sqft,to Move,https://www.magicbricks.com/rajshree-daisy-chembur-mumbai-pdpid-4d4235303438343038
2 BHK Apartment for Sale in Agripada Mumbai,none,Rs 1.50 Cr ,580 sqft,to Move,no link
"2 BHK Apartment for Sale in Jay Vijay Nagari Phase 1, Nalasopara West Mumbai",none,Rs 65 Lac ,900 sqft,to Move,https://www.magicbricks.com/jay-vijay-nagari-phase-1-nalasopara-west-mumbai-pdpid-4d4235333937383739
"2 BHK Apartment for Sale in Bethania Apartment, Dadar West Mumbai",none,Rs 4 Cr ,750 sqft,to Move,https://www.magicbricks.com/bethania-apartment-dadar-west-mumbai-pdpid-4d4235323334323737
"2 BHK Apartment for Sale in Hdil Galaxy Apartment, Takshashila Nagar Mumbai",none,Rs 1.30 Cr ,650 sqft,to Move,https://www.magicbricks.com/hdil-galaxy-apartment-takshashila-nagar-mumbai-pdpid-4d4235303330383134
"3 BHK Apartment for Sale in Ekta Bhoomi Gardens III, Borivali East Mumbai",none,Rs 2.80 Cr ,930 sqft,to Move,https://www.magicbricks.com/ekta-bhoomi-gardens-iii-borivali-east-mumbai-pdpid-4d4235303237303537
"3 BHK Apartment for Sale in Kavita Kiran, Mulund East Mumbai",none,Rs 2.73 Cr ,855 sqft,to Move,https://www.magicbricks.com/kavita-kiran-mulund-east-mumbai-pdpid-4d4235313232313433
2 BHK Apartment for Sale in Tilak Nagar Chembur Mumbai,none,Rs 2.70 Cr ,780 sqft,to Move,no link
"2 BHK Apartment for Sale in Ekta CHS, Tilak Nagar Chembur Mumbai",none,Rs 1.35 Cr ,550 sqft,to Move,https://www.magicbricks.com/ekta-chs-tilak-nagar-chembur-mumbai-pdpid-4d4235313133323439
"3 BHK Apartment for Sale in Kalpataru Advay, Borivali West Mumbai",none,Rs 4.42 Cr ,1560 sqft,Jun '29,https://www.magicbricks.com/kalpataru-advay-borivali-west-mumbai-pdpid-4d4235343232383333
2 BHK Apartment for Sale in Orlem Mumbai,none,Rs 2.30 Cr ,809 sqft,to Move,no link
"2 BHK Apartment for Sale in Crystal Armus, Chembur East Mumbai",none,Rs 2.15 Cr ,763 sqft,to Move,https://www.magicbricks.com/crystal-armus-chembur-east-mumbai-pdpid-4d4235303834373837
"3 BHK Apartment for Sale in Manas Moti Apartment, Devidas Road Mumbai",none,Rs 4.10 Cr ,1200 sqft,to Move,https://www.magicbricks.com/manas-moti-apartment-devidas-road-mumbai-pdpid-4d4235303437363331
2 BHK Apartment for Sale in Goregaon West Mumbai,none,Rs 1.70 Cr ,615 sqft,to Move,no link
3 BHK Apartment for Sale in Chembur East Mumbai,none,Rs 3.30 Cr ,900 sqft,to Move,no link
"2 BHK Apartment for Sale in Lodha New Cuffe Parade, Wadala Mumbai",none,Rs 3.50 Cr ,925 sqft,to Move,https://www.magicbricks.com/lodha-new-cuffe-parade-wadala-mumbai-pdpid-4d4235303230383539
"2 BHK Apartment for Sale in Eastern Groves, Vikhroli East Mumbai",none,Rs 1.65 Cr ,615 sqft,to Move,https://www.magicbricks.com/eastern-groves-vikhroli-east-mumbai-pdpid-4d4235323537343233
2 BHK Apartment for Sale in Tardeo Mumbai,none,Rs 4.50 Cr ,750 sqft,to Move,no link
"2 BHK Apartment for Sale in Divya Smit , Sector 3 Charkop Mumbai",none,Rs 1.30 Cr ,555 sqft,to Move,https://www.magicbricks.com/divya-smit-charkop-sector-3-mumbai-pdpid-4d4235333937343439
"2 BHK Apartment for Sale in Kalpataru Woods Ville , Chandivali Mumbai",none,Rs 2.65 Cr ,770 sqft,to Move,https://www.magicbricks.com/kalpataru-woods-ville-chandivali-mumbai-pdpid-4d4235303935343539
"3 BHK Apartment for Sale in Mahindra Vivante, Andheri East Mumbai",none,Rs 4.95 Cr ,1300 sqft,to Move,https://www.magicbricks.com/mahindra-vivante-andheri-east-mumbai-pdpid-4d4235303837323037
2 BHK Apartment for Sale in Vasai West Mumbai,none,Rs 65 Lac ,450 sqft,to Move,no link
"3 BHK Apartment for Sale in Agarwal Gokul Sapphire, Virar West Mumbai",none,Rs 91 Lac ,1000 sqft,to Move,https://www.magicbricks.com/agarwal-gokul-sapphire-virar-west-mumbai-pdpid-4d4235303236363133
"2 BHK Apartment for Sale in Dev Ashish CHS, Veena Nagar Mumbai",none,Rs 2.25 Cr ,800 sqft,to Move,https://www.magicbricks.com/dev-ashish-chs-veena-nagar-mumbai-pdpid-4d4235303632303238
"2 BHK Apartment for Sale in Nahar Jonquille and Jamaica, Powai Mumbai",none,Rs 1.75 Cr ,650 sqft,to Move,https://www.magicbricks.com/nahar-jonquille-and-jamaica-powai-mumbai-pdpid-4d4235303633393139
"2 BHK Apartment for Sale in Almas CHS Ltd, Agripada Mumbai",none,Rs 3.50 Cr ,920 sqft,to Move,https://www.magicbricks.com/almas-chs-ltd-agripada-mumbai-pdpid-4d4235303734353034
"2 BHK Apartment for Sale in SD Siennaa, Kandivali East Mumbai",none,Rs 1.80 Cr ,515 sqft,to Move,https://www.magicbricks.com/sd-siennaa-kandivali-east-mumbai-pdpid-4d4235313233303439
"2 BHK Apartment for Sale in JP North Celeste, Mira Road Area Mumbai",none,Rs 92.5 Lac ,725 sqft,to Move,https://www.magicbricks.com/jp-north-celeste-mira-road-mumbai-pdpid-4d4235303836323635
"2 BHK Apartment for Sale in Khan Tower, Jogeshwari West Mumbai",none,Rs 2.40 Cr ,850 sqft,to Move,https://www.magicbricks.com/khan-tower-jogeshwari-west-mumbai-pdpid-4d4235303932313135
"2 BHK Apartment for Sale in Amardeep Anutham , Sane Guruji Nagar Mulund East Mumbai",none,Rs 2 Cr ,675 sqft,to Move,https://www.magicbricks.com/amardeep-anutham-sane-guruji-nagar-mumbai-pdpid-4d4235303933333633
"3 BHK Apartment for Sale in Suraj Palette, Dadar West Mumbai",none,Rs 8.50 Cr ,1106 sqft,Dec '25,https://www.magicbricks.com/suraj-palette-dadar-west-mumbai-pdpid-4d4235313136313631
"3 BHK Apartment for Sale in Oberoi Splendor, Andheri East Mumbai",none,Rs 4.70 Cr ,1377 sqft,to Move,https://www.magicbricks.com/oberoi-splendor-andheri-east-mumbai-pdpid-4d4235303030363030
2 BHK Apartment for Sale in MHADA Colony Mulund East Mumbai,none,Rs 2 Cr ,975 sqft,to Move,no link
"2 BHK Apartment for Sale in Kanakia Silicon Valley, Powai Mumbai",none,Rs 2.30 Cr ,564 sqft,to Move,https://www.magicbricks.com/kanakia-silicon-valley-powai-mumbai-pdpid-4d4235313336343131
"3 BHK Apartment for Sale in AP Valencia, Swami Vivekananda Road Mumbai",none,Rs 6.50 Cr ,1050 sqft,to Move,https://www.magicbricks.com/ap-valencia-swami-vivekananda-road-mumbai-pdpid-4d4235313031303935
"2 BHK Apartment for Sale in The Palace Tower, Vinay Nagar Mumbai",none,Rs 1.20 Cr ,750 sqft,Dec '28,https://www.magicbricks.com/the-palace-tower-vinay-nagar-mumbai-pdpid-4d4235333236313437
"3 BHK Apartment for Sale in Sunshine Tower , Dadar West Mumbai",none,Rs 9 Cr ,1200 sqft,to Move,https://www.magicbricks.com/sunshine-tower-dadar-west-mumbai-pdpid-4d4235303936393733
"2 BHK Apartment for Sale in S.D. Dwarka Apartment, Shastri Nagar Mitha Nagar Mumbai",none,Rs 1.20 Cr ,550 sqft,to Move,https://www.magicbricks.com/s.d.-dwarka-apartment-shastri-nagar-mitha-nagar-mumbai-pdpid-4d4235303532373330
"2 BHK Apartment for Sale in Omkar Signet, Malad East Mumbai",none,Rs 1.48 Cr ,477 sqft,to Move,https://www.magicbricks.com/omkar-signet-malad-east-mumbai-pdpid-4d4235303939333439
"3 BHK Apartment for Sale in Wadhwa TW Gardens, Kandivali East Mumbai",none,Rs 2.90 Cr ,785 sqft,Sep '25,https://www.magicbricks.com/wadhwa-tw-gardens-kandivali-east-mumbai-pdpid-4d4235313333363333
"2 BHK Apartment for Sale in Goregaon West View CHS, Goregaon West Mumbai",none,Rs 2.30 Cr ,658 sqft,to Move,https://www.magicbricks.com/goregaon-west-view-chs-goregaon-west-mumbai-pdpid-4d4235343030363231
"2 BHK Apartment for Sale in Chhaya, Khar West Mumbai",none,Rs 4.95 Cr ,750 sqft,to Move,https://www.magicbricks.com/chhaya-khar-west-mumbai-pdpid-4d4235313532323033
"3 BHK Apartment for Sale in Satyam Springs, Chembur Mumbai",none,Rs 5.60 Cr ,1000 sqft,to Move,https://www.magicbricks.com/satyam-springs-chembur-mumbai-pdpid-4d4235303833393535
2 BHK Apartment for Sale in Chincholi Bunder Mumbai,none,Rs 2.25 Cr ,708 sqft,to Move,no link
